,Toneladas Abastecidas,Cd_Planta,Planta,Dirección_,Ciudad_,X,Y
716,22.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
717,44.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
718,96.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
719,50.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
720,430.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
721,144.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
722,69.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
723,90.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
724,40.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
725,44.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
726,190.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
727,300.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
728,20.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
729,140.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
730,55.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
731,2794.0,10034,"TRANS ANTARTIC, PESQUERA LTDA.","Camino A Chinquihue Km. 6, Puerto Montt",Puerto Montt,,
732,1.9,10797,"ULLOA AMPUERO, RENE ALEJANDRO","Pisagua S/n, Carelmapu, Maullin, X Region",Maullin,-73.708333,-41.744444
